subject,used,n_pos_edges,mean_w,max_w,note
HCD2930055,True,9441.0,0.023385085003091895,0.8270658850669861,
HCD0311118,True,11220.0,0.01735636189316709,0.9057673811912537,
HCD2751964,True,10694.0,0.02824077375592992,1.0504984855651855,
HCD0925759,True,9757.0,0.019276496559689073,0.8686498403549194,
HCD2884175,True,11384.0,0.021678026329708947,1.0683822631835938,
HCD1664762,True,9183.0,0.024094251839805226,0.92586749792099,
HCD1162334,True,9695.0,0.02829126073043786,1.048862338066101,
HCD2704551,True,11077.0,0.021371067291836996,0.9138452410697937,
HCD1502635,True,7220.0,0.025051399963338678,1.032914400100708,
HCD2344244,True,8731.0,0.02611856980716207,0.8290395736694336,
HCD1905152,True,9865.0,0.03187023863769101,0.9128192067146301,
HCD0845458,True,9247.0,0.022433922437774895,0.8458786010742188,
HCD0471746,True,9596.0,0.023366027305475722,1.0013623237609863,
HCD0810035,True,11234.0,0.022315506931219874,0.8929239511489868,
HCD0946868,True,8584.0,0.02212083127312392,0.8306185603141785,
HCD0134526,True,10026.0,0.02330545885743339,0.874696671962738,
HCD1464653,True,6952.0,0.030499702553006332,0.8877853751182556,
HCD0812241,True,9913.0,0.020884238978744613,0.8458017706871033,
HCD2370952,True,9684.0,0.026776719797475833,0.9740407466888428,
HCD2485666,True,9793.0,0.012575701508776554,0.919890820980072,
HCD0526644,True,8108.0,0.026118964531684434,0.8866289854049683,
HCD2786074,True,6957.0,0.019397437604444862,0.8193768858909607,
HCD0338441,True,9107.0,0.021649783923569754,1.0322606563568115,
HCD0071831,True,11302.0,0.030810354978324784,0.9693190455436707,
HCD0401725,True,8983.0,0.026295875993517508,0.9622031450271606,
HCD1623142,True,7558.0,0.027298107463730015,1.102331519126892,
HCD2310328,True,11877.0,0.024844253341061377,0.9787150621414185,
HCD1761356,True,13387.0,0.017740237969327954,1.036702275276184,
HCD2059245,True,10033.0,0.02097120595442455,0.8710803389549255,
